,id,age,country,practice_1,practice_2,time,selected_answer,set,sentence_type
30,a29675523d26deda18b0ca8cc8800c5f,62,United Kingdom,correct,correct,1995,correct,set_32,GP_prob_simple_question
31,9cf6e7b29a51da90cd4f912903dacebf,49,United Kingdom,correct,correct,1758,correct,set_31,GP_improb_GP_question
32,c5ce30b9e0aeea41622c7eb6e0b40aaf,26,Scotland,correct,correct,1921,correct,set_32,GP_prob_simple_question
33,dd6b7d4d0aef542c17b281cb34ebbd63,36,England,correct,correct,2518,correct,set_31,nonGP_improb_GP_question
34,3e5f360841a420a44bf03362eb5ef40f,28,United Kingdom,correct,correct,1788,incorrect,set_32,GP_prob_GP_question
35,3c99f60e59b92697d98646438d8e6370,40,UK,correct,correct,1234,correct,set_32,GP_improb_GP_question
36,72f7ce4cee9c7752c5dabc250c76d167,37,UK,correct,correct,6000,incorrect,set_32,GP_prob_GP_question
37,4c5d87201e492dc6e900b72106be6942,69,England,correct,correct,2673,correct,set_30,nonGP_improb_GP_question
38,fb71bc276da3dd0c92dc0c24e8506ec4,43,uk,correct,correct,1800,correct,set_32,GP_improb_GP_question
39,ff53c044fa3773b8407dcbb1e5b889b4,56,UK,correct,correct,2185,incorrect,set_32,GP_prob_GP_question
40,3e99f8b4f3ec39e1bae35ac1ff545baa,49,England,correct,correct,1491,correct,set_31,nonGP_improb_GP_question
41,4a45ef0b18a4fed9151c87a3e55eb69b,30,UK,correct,correct,1901,correct,set_32,nonGP_prob_GP_question
42,aa5e392917657615de4dc8fac77a96c0,56,UK,correct,correct,6000,incorrect,set_32,nonGP_prob_GP_question
43,74defd8bad88ac5f36364e3fdffaea05,34,United States,correct,correct,4264,correct,set_32,nonGP_prob_GP_question
44,73f1888e1b062729f7439196b5c40e86,30,United Kingdom,correct,correct,1104,correct,set_32,GP_improb_GP_question
45,ac93192d5ab4ce00daa38dbbac41c6b4,58,USA,correct,incorrect,1732,correct,set_32,nonGP_improb_simple_question
46,f9d1c72a9c0831d3157f8c6c3247fe66,65,UK,correct,correct,3740,correct,set_32,nonGP_prob_GP_question
47,340a6b7bf2a7d0da9ccc1f83925984d8,37,United Kingdom of Great Britain and Northern Ireland,correct,correct,4866,correct,set_33,GP_improb_GP_question
48,83a085b00bcdd579b778a74229864d3f,51,UK,incorrect,incorrect,4826,correct,set_33,nonGP_prob_simple_question
49,dc6ecbf56a4522a8331835b2df6e446c,53,UK,correct,correct,3920,correct,set_34,GP_improb_simple_question
50,0f5bf7a4147b3c0b62a23c098982d0cd,53,United Kingdom,correct,correct,1984,incorrect,set_34,GP_prob_GP_question
51,17dcf0cb6d41fe5f81660c33ef195d18,36,England,correct,correct,1404,correct,set_34,GP_improb_simple_question
52,da4bf5bc09ec601bd2ffaad4649c83ab,44,United Kingdom,correct,correct,1276,incorrect,set_34,GP_improb_GP_question
53,4906fe6faf7779263af83d0276573624,44,Ireland,incorrect,incorrect,2976,correct,set_34,GP_improb_GP_question
54,e609a1456c10cf584a66df64842742ec,53,UK,correct,correct,6000,incorrect,set_34,GP_improb_GP_question
55,a8ebffe0448fb2966334ccfd9c426c7a,40,United Kingdom,correct,incorrect,2847,correct,set_34,nonGP_improb_simple_question
56,82aaa9f77c20b3787e5095cbe5f48abd,54,uk,correct,correct,1878,correct,set_35,GP_prob_simple_question
57,5da0cf61ecc817dd5b08e88683a9690a,65,Scotland,correct,correct,2165,correct,set_34,nonGP_improb_simple_question
58,8161c929f682debad3f0722b9978c271,21,United Kingdom,correct,correct,897,incorrect,set_35,GP_prob_GP_question
59,b8272d98ee9b6923a3ece64174d7f015,20,UK,correct,correct,4108,correct,set_35,GP_improb_GP_question
60,03809ef0d61a15250506d5c0f31d3c15,56,England,incorrect,correct,3170,incorrect,set_35,nonGP_prob_GP_question
61,166f3fecc50f22cf48fd45c423052f51,51,uk,correct,correct,1192,correct,set_35,GP_improb_simple_question
62,4098da16298a1d5bacdc1f8bcf624391,56,uk,correct,correct,2614,incorrect,set_34,nonGP_improb_GP_question
63,a17fadc37a0cae11ebd352721beea394,31,United Kingdom,correct,correct,6000,incorrect,set_35,nonGP_prob_GP_question
64,e75743f7960e8855872aedfdc6ddea28,63,UK,correct,correct,2734,incorrect,set_35,nonGP_prob_GP_question
65,3f1fa0068fbd1519a00d1556eff1511c,74,UK,correct,correct,3313,incorrect,set_35,nonGP_prob_GP_question
66,34425b22c650eddff30b0d051429b37b,40,United Kingdom,correct,correct,2357,incorrect,set_35,nonGP_prob_GP_question
67,663583b14cfc9654a60636134eb03f58,42,United Kingdom,correct,correct,2083,correct,set_35,nonGP_improb_GP_question
68,d9465c72dc384891a67d40e4612828e6,32,United Kingdom,correct,correct,2415,incorrect,set_35,nonGP_prob_GP_question
69,5c9987591c002aa660e0e2133bf23aea,41,United Kingdom,correct,correct,2284,incorrect,set_35,nonGP_improb_GP_question
70,2be2f751a260a583c0e4950db11ad87f,26,NIGERIAN,correct,correct,3309,correct,set_35,GP_improb_simple_question
71,a82053462306144c514a7fe2491a346c,43,scotland,correct,correct,1514,incorrect,set_35,nonGP_improb_GP_question
72,70ce8d4067f97dbea47a5525d66b3a85,70,uk,correct,correct,1082,correct,set_35,GP_improb_simple_question
73,b1ab8a986d1bd031bdb0ff47b269c4cd,64,United Kingdom,correct,correct,2683,incorrect,set_36,GP_prob_GP_question
74,21ab9ffba018770c1e74676d689e2020,44,UK,correct,correct,2988,correct,set_37,GP_prob_GP_question
75,bd9e3b09975e5b0a29d361934a4c288e,49,England,correct,correct,1693,incorrect,set_37,GP_prob_GP_question
76,6c2d76cd237f9ab3df7c1343bf7cd736,29,UK,correct,correct,2133,correct,set_37,GP_improb_simple_question
77,98171f7185bf7d9ba9a637f13e196113,55,United States,correct,correct,1693,correct,set_37,GP_improb_simple_question
78,5d2c2945c98e86d3ba77559bb42506fa,49,United Kingdom,correct,correct,1381,correct,set_37,nonGP_prob_simple_question
79,ca2ad75c16e5226dbfd4ff5a4544c098,33,USA,correct,correct,1972,incorrect,set_37,nonGP_prob_GP_question
80,b9dd599fe3749b193ebe4ea4032a559e,47,United Kingdom,correct,correct,1600,incorrect,set_37,nonGP_prob_GP_question
81,637f6997efd3289afada0f59ad83c916,45,UK,correct,correct,1526,correct,set_37,nonGP_prob_simple_question
82,91fdb5bbe1259f3d98e037fabb8b1d2a,20,England,correct,correct,3568,correct,set_37,nonGP_prob_GP_question
83,3e456d929f1c5d0a23564a5d9181de05,30,South Africa,correct,correct,1602,correct,set_36,GP_prob_simple_question
84,2144bc1b031394111b897d4a11dfec3a,38,Scotland,correct,correct,2171,correct,set_38,GP_prob_simple_question
85,48f92788cb86ee7447ea7a1defbaf9e6,65,UK,correct,correct,4190,correct,set_37,nonGP_improb_GP_question
86,c90dacb6cd63a1288696246396204ec2,34,United Kingdom,correct,correct,1528,correct,set_38,nonGP_improb_simple_question
87,11bd324106f78bccfe3606735818d9cf,56,United Kingdom,correct,correct,1289,incorrect,set_38,nonGP_prob_GP_question
88,7c24d737ba7da40cd142c68de0382310,53,uk,correct,correct,2728,correct,set_38,nonGP_improb_simple_question
89,46d5cf7e7f8154a9929e049646398afa,47,United Kingdom,correct,correct,3461,incorrect,set_38,GP_prob_GP_question
90,674b0703d04fdfdb220b73e62ccdf4c8,46,uk,correct,correct,4071,correct,set_38,GP_prob_GP_question
91,ba498870b1056f1daf91548cee3d4bce,39,uk,correct,correct,1946,correct,set_38,nonGP_improb_simple_question
92,8f5ed0b4f13d5c917249530252c88200,55,United Kingdom,correct,correct,1531,correct,set_38,nonGP_improb_simple_question
93,1b72679668cca295bb2979c297464d14,66,United Kingdom,incorrect,correct,1940,correct,set_38,nonGP_improb_simple_question
94,9d3c4e7d7f2b6b2b1bbbb316e6044830,38,UK,correct,correct,2841,correct,set_39,GP_prob_simple_question
95,3a4a9f95684bb8cc0ddcc26a98bbceda,28,England,incorrect,correct,2780,correct,set_38,nonGP_improb_GP_question
96,76e17efd3ff99e1746b6c8f659e4414d,22,usa,correct,correct,5539,incorrect,set_39,nonGP_improb_GP_question
97,adf0f0d4d114537462b1665dc61ef73a,35,Nigeria,incorrect,correct,3251,correct,set_38,nonGP_prob_simple_question
98,0905eba94592a68cd4577bee1478d7f1,21,UK,correct,correct,1160,incorrect,set_38,nonGP_improb_GP_question
99,f3cd52d0bb176a7345acba3ee740fab6,40,UK,correct,correct,3437,incorrect,set_39,nonGP_improb_GP_question
100,d63e34a6e12a578e0b14bc204613bbf7,57,uk,correct,correct,1212,incorrect,set_hyp5_23,GP_reflexive_GP_question
101,d98dff7d9a97f4e27eaae0471d52f286,47,UK,correct,correct,2346,incorrect,set_39,nonGP_improb_GP_question
102,362abd1c768aa485bb497643622d75c8,46,UK,correct,correct,4046,incorrect,set_39,nonGP_improb_GP_question
103,2cd9459dc799c1f450731f4a943dd825,29,UK,correct,correct,2150,correct,set_40,GP_improb_simple_question
104,c03b5133aa22b53de21bb714ddc692b5,41,Malaysia,incorrect,correct,3306,incorrect,set_39,nonGP_improb_GP_question
105,299a322c0aa3aeff012938cc01502467,47,Eungland,correct,correct,2819,incorrect,set_39,GP_improb_GP_question
106,4bccb9e508f9ce6300b6d450164be9d4,48,GB,correct,correct,1783,correct,set_40,nonGP_prob_simple_question
107,d031713b1b8643d1ce8c70ce76d44a2d,52,uk,correct,correct,1471,correct,set_40,nonGP_prob_simple_question
108,fe57d7a89d988b9bdede4e1c302f26e7,48,United Kingdom,correct,correct,2799,incorrect,set_39,nonGP_improb_GP_question
109,ebe5bbadbb324991639fc176249ef9e2,30,US,correct,correct,1685,incorrect,set_40,nonGP_prob_GP_question
110,4c0039326013e82f5852fc878f9d735a,40,UK,incorrect,correct,3594,incorrect,set_40,GP_prob_GP_question
111,97530b914aaea5974d23c8e097c69a21,23,United Kingdom,correct,correct,3830,incorrect,set_40,nonGP_prob_GP_question
112,264e86a195da6a76a95e6cca67fe1d85,29,United Kingdom,correct,correct,2115,incorrect,set_40,nonGP_prob_GP_question
113,6ab60586f37664e812acaf9e327b62a0,55,United Kingdom,correct,correct,2005,incorrect,set_40,nonGP_prob_GP_question
114,01122f2f6c7cba81e39af3e30f31f651,44,United Kingdom,correct,correct,974,correct,set_41,GP_prob_simple_question
115,36dcd314ea9bcb4108a30c07b0549a7b,52,United Kingdom,correct,correct,1544,correct,set_41,GP_prob_GP_question
116,b2a783a17b249ce34bac0142ad68afdc,61,United Kingdom,correct,correct,1933,correct,set_41,GP_improb_simple_question
117,e14f3fa62c4106bb7456d74acc4fe4b2,35,UK,correct,correct,3018,correct,set_41,GP_improb_simple_question
118,f255b270ca2dbfa70d3ff4797ad9ff5b,39,UK,correct,correct,1871,incorrect,set_42,GP_prob_GP_question
119,f4af0a5fc94e6376e70bf0c24a634d8b,40,United Kingdom,correct,correct,1590,correct,set_41,GP_improb_simple_question
120,c06853d6cdaf22114d9d85f788329cb3,30,UK,correct,correct,2042,correct,set_42,GP_improb_GP_question
121,33ed2e8f2f6135ff5dbc81a8fc80aed9,56,England,incorrect,correct,2069,correct,set_41,GP_prob_simple_question
122,ec0338eb82ab725efecc354b0b750b83,71,UK,correct,correct,3806,correct,set_40,nonGP_prob_GP_question
123,952ce65159ef1867af51300cb5909dc6,42,United Kingdom,incorrect,correct,2708,correct,set_41,nonGP_improb_simple_question
124,b33be09a6ef7923e0a0e01a5e58eec53,45,England,correct,correct,1758,incorrect,set_41,GP_improb_GP_question
125,ba6b2dc516613a6e4277756ca96abac3,41,uk,correct,correct,2902,correct,set_42,nonGP_prob_simple_question
126,83e30149fa9327f96107a2686613edad,52,United Kingdom,correct,correct,2104,correct,set_42,nonGP_prob_simple_question
127,1428f4914f82062dd36265618e4fed2f,41,UK,correct,correct,2520,correct,set_42,GP_improb_GP_question
128,7da201f24e64a11579c0177ffc21843e,45,UK,correct,correct,1970,incorrect,set_42,GP_prob_GP_question
129,723b1a63e5b3c12682c8bc707049c725,33,england,correct,correct,2913,correct,set_42,nonGP_prob_simple_question
130,4f6cf4e5527e14fc87fc7b7711a8d119,37,United States,correct,correct,2778,correct,set_42,GP_prob_simple_question
131,c104d8226a71de5d7458985458beb4d9,72,United Kingdom,correct,correct,3789,correct,set_43,GP_prob_simple_question
132,71e442617bc8f518389e544f26834d0c,68,UK,correct,correct,1682,correct,set_42,nonGP_prob_simple_question
133,b924057c1da904391fb641d68acadd3e,28,United States,incorrect,correct,905,correct,set_40,nonGP_prob_simple_question
134,a3a181ef6b8077e64805ca8a3b9aac77,35,United States,correct,correct,2106,correct,set_41,GP_improb_simple_question
135,4f758b43e8158dfe0467fa0d1ce02101,70,England,correct,correct,1506,correct,set_43,nonGP_prob_simple_question
136,9bc8e10071194891b4bb2f663837e4dd,34,UK,correct,correct,1672,incorrect,set_43,nonGP_prob_GP_question
137,20ef4aea3a22ab3ec6c6445b589c5d97,61,UK,correct,correct,1871,correct,set_43,nonGP_prob_simple_question
138,0c46342e5aff5dd48208a271966cbdb2,55,uk,incorrect,correct,2276,incorrect,set_43,nonGP_prob_GP_question
139,6cab1834cec8515c2cff649965837a0d,54,United Kingdom,correct,correct,2734,correct,set_42,nonGP_improb_GP_question
140,7cef6a997af64ea72207b62678a3798b,44,united kingdom,correct,correct,2008,incorrect,set_43,nonGP_prob_GP_question
141,fab2446ccd6829be3218e4edb2084f6c,22,UK,correct,correct,5405,incorrect,set_40,nonGP_prob_GP_question
142,8ee2e8dda7fdc273dfc58932f3b247c7,40,United Kingdom,correct,correct,2226,incorrect,set_43,nonGP_improb_GP_question
143,7aa96b1ad3eed63520bcc761fed333d8,29,United Kingdom,correct,correct,2830,correct,set_44,nonGP_improb_simple_question
144,b08c0fa96d1c5738203405f76fc1a099,58,United Kingdom,correct,correct,3068,correct,set_43,nonGP_improb_GP_question
145,34657d351fb0085130b59756dd091bae,35,England,correct,correct,1673,correct,set_44,nonGP_prob_simple_question
146,25b0940aef01a6adc5d180a2c0aec41e,20,uk,correct,correct,2241,correct,set_44,GP_prob_simple_question
147,5395a57069ca7f0c3224c87f3c622eea,30,England,correct,correct,1267,correct,set_45,nonGP_prob_simple_question
148,bf05dc84676dce1117fc199584888944,45,GB,incorrect,correct,1422,incorrect,set_45,GP_improb_GP_question
149,4ede38c31b131a848abf56acb63a4e59,60,United States,correct,correct,1198,correct,set_45,GP_prob_simple_question
150,31138ccc8ebb7d87e076b46f9da8d13a,22,london,correct,incorrect,2308,correct,set_41,GP_improb_simple_question
151,121640fcd06561f84e758c0bdd682590,55,Zimbabwe,correct,correct,1563,incorrect,set_44,nonGP_improb_simple_question
152,a3c515ac0a38abba244f535125c98d3b,33,United Kingdom,correct,correct,2433,correct,set_45,nonGP_prob_simple_question
153,83592134c872916cbbd0e98b030ec310,28,England,correct,correct,6000,incorrect,set_45,nonGP_improb_GP_question
154,33627c9f3bd920b37622711a9a0beef8,63,United States,incorrect,incorrect,2684,incorrect,set_43,nonGP_prob_GP_question
155,426916c3944e0dd4ea59a6b4111a391e,50,United Kingdom,correct,correct,3996,correct,set_10,GP_prob_GP_question
156,6330cb92f2021d960428f8169f948d49,36,United Kingdom,correct,correct,2695,incorrect,set_45,nonGP_improb_GP_question
157,be752478da4619068d2a6ed657d4f242,35,uk,correct,correct,2915,correct,set_10,GP_improb_GP_question
158,3fe11e61d9d5f489396f4c5778c8087c,54,UK,correct,correct,1675,incorrect,set_10,GP_prob_GP_question
159,1654ba1d8b6b80eb1e942165ef5b6423,31,Canada,correct,correct,1646,correct,set_10,GP_prob_GP_question
160,cf342d3efc7722a9e5ea10c59d63213c,48,UK,correct,correct,1684,correct,set_43,nonGP_improb_GP_question
161,1e04faddbf2762f8f96b47170d7e4370,35,GB,correct,correct,4442,incorrect,set_10,GP_improb_GP_question
162,d2fa08722b025d7304b4a4657dd2c66b,26,UK,correct,correct,1291,correct,set_10,nonGP_prob_simple_question
163,7158c1bd247132333cd04487970cb71a,18,Nigeria,correct,correct,6942,correct,set_45,nonGP_prob_GP_question
164,e026f0da268a3511e1c8f30af0ec522c,54,UK,correct,correct,1833,correct,set_10,nonGP_prob_simple_question
165,6a2106066e0b224b53f4eef916238c92,45,GB,correct,correct,4989,incorrect,set_hyp5_22,GP_reflexive_GP_question
166,008fc02a97625a5ef0ffba83847f178e,41,United Kingdom,correct,correct,1402,correct,set_10,nonGP_improb_simple_question
167,b1e3abd858e224a0297d83f4493ee08e,59,United Kingdom,correct,correct,4709,incorrect,set_45,GP_prob_GP_question
168,d34345301ffedd7cb499050191f5e0d8,39,UK,correct,correct,1293,correct,set_11,nonGP_prob_simple_question
169,a55fb650cee51258cd115668a4c6e3c7,55,uk,correct,correct,2674,correct,set_45,nonGP_improb_simple_question
170,fae4688fbd4cda0ef70358bd7e4bc267,58,Scotland,correct,correct,6000,incorrect,set_10,nonGP_improb_GP_question
171,9edf5b7ca0b92f4ead0abc6b061020cd,58,UK,correct,correct,2055,correct,set_12,GP_prob_simple_question
172,e4a296967e4553449c7390e213f5dea6,61,UK,correct,correct,2533,incorrect,set_11,GP_improb_GP_question
173,b3da43a941dc2965f7cf925b46aa18e9,27,United Kingdom,incorrect,correct,2890,incorrect,set_45,nonGP_improb_GP_question
174,f41f7197a22a94c57f5e328bf0caf145,39,UK,correct,incorrect,1915,correct,set_12,GP_prob_simple_question
175,b235e57500e789c65a7028af661d22dd,35,UNITED KINGDOM,correct,correct,2765,correct,set_43,nonGP_improb_GP_question
176,e411a5d1507f17d3413a7eb9215a462c,50,United Kingdom,correct,incorrect,3008,incorrect,set_12,GP_prob_simple_question
177,93e5ade1b10f6764a3bce41a3cddfa11,45,United Kingdom,incorrect,correct,1700,incorrect,set_11,GP_prob_GP_question
178,1b1d020636a6b7c728f5970f224e6711,24,UK,correct,correct,1956,correct,set_12,nonGP_improb_simple_question
179,3f83d39bc00619d9c4115a60c8617f4a,60,US,correct,correct,2497,correct,set_10,nonGP_prob_simple_question
180,b73b843db5692cf9f770ece4967f0d40,40,uk,correct,correct,2923,correct,set_12,GP_prob_simple_question
181,369f03c5b3bb85844f6edc4c7042dbf1,50,United Kingdom,correct,correct,1986,correct,set_12,GP_improb_simple_question
182,202045b134e085669b566a0f5e3c3590,34,United Kingdom,correct,correct,2312,correct,set_12,nonGP_improb_simple_question
183,b1cf9732648a7c38e72f57dffc7cae69,35,united kingdom,correct,correct,4834,correct,set_12,GP_improb_GP_question
184,d751d964ad665d32415f7e9509d5fb32,43,UK,correct,correct,1666,correct,set_12,nonGP_improb_simple_question
185,dc11c2c7e59144593847f9a6e5be2678,59,GB,correct,correct,2338,incorrect,set_11,GP_prob_GP_question
186,62b7303edfb9b2d4d7fa63da89c48182,27,UK,correct,correct,1556,incorrect,set_13,GP_prob_GP_question
187,772fcc9a8aa647d526530ad74c3d96ee,47,uk,correct,correct,2101,correct,set_10,nonGP_prob_simple_question
188,772afbfb4125555ab2c0fd83cb463847,36,UK,correct,correct,1279,incorrect,set_10,nonGP_prob_simple_question
189,4bb838ecf0690654dc27893be26b9ef3,61,great britain,incorrect,correct,2894,correct,set_11,nonGP_improb_simple_question
190,9296f756071a12f49ddccea30697c939,59,UK,correct,correct,1323,correct,set_11,GP_improb_simple_question
191,9ce87629659abf3306f3fa767572e18b,54,United Kingdom,correct,correct,1870,incorrect,set_12,GP_improb_GP_question
192,bf13b1332e84c5e40b1b3fbefb3e05e9,24,United Kingdom,correct,correct,1565,correct,set_13,nonGP_prob_simple_question
193,a53e5bb4619ae31c7c11683e73cd209e,71,UK,correct,correct,2230,incorrect,set_11,GP_prob_GP_question
194,3037fc97608bebd589c08055b6f80d5a,47,United Kingdom,correct,correct,2367,incorrect,set_12,nonGP_prob_GP_question
195,eb0cdbdd1cfc033062c73c9a322d2c79,68,United Kingdom,correct,correct,1521,correct,set_13,GP_prob_simple_question
196,dfbc427fb7cbd64902de91152d0020c4,49,United Kingdom,correct,correct,1292,correct,set_13,GP_improb_simple_question
197,56963254295e101275b3a327483d7f1f,35,United Kingdom,correct,correct,1113,correct,set_15,GP_prob_simple_question
198,ffef52931975fa55c232e332c4ef7797,51,UK,correct,correct,2754,correct,set_11,nonGP_prob_simple_question
199,6e79c01930126ee4c47a17162d0e07b7,30,UK,correct,correct,2322,incorrect,set_14,nonGP_prob_GP_question
200,9ae46828ff1f43ce4b6a0ed088a04239,57,UK,correct,correct,1653,correct,set_30,nonGP_improb_simple_question
201,8c3d3c15e82e8c9d1eca26ba1342ca93,63,uk,incorrect,correct,2666,incorrect,set_12,nonGP_prob_GP_question
202,4b14ca8a7a88788b8f6e0c17423a55e2,31,UK,correct,correct,1196,correct,set_15,GP_improb_GP_question
203,7922203a358aaed5f719c78bd14dcb51,54,United Kingdom,correct,correct,2223,incorrect,set_15,GP_improb_GP_question
204,33a80ecbd311df65f9bb5da958ae86b1,38,United Kingdom,correct,correct,971,incorrect,set_15,nonGP_prob_GP_question
205,6fcc0567d3c7c0f12e4fc922b4eb88ee,45,United Kingdom,correct,correct,5394,incorrect,set_14,nonGP_prob_GP_question
206,7b3c8901e29f799404e9bf380c150b20,32,UK,correct,correct,3172,correct,set_15,GP_prob_GP_question
207,e4a46094464d844763fe48fdc02d0862,34,united kingdom,correct,incorrect,1368,incorrect,set_15,GP_improb_GP_question
208,daa78010ad63d2220b44cf51a4c09404,38,england,correct,correct,1154,correct,set_16,nonGP_improb_simple_question
209,f9a0aba89f71fe322d332ba25e6af0ed,56,uk,correct,correct,2414,correct,set_17,GP_improb_GP_question
210,ecfff492fbef31d311da4501ea97b633,62,UK,correct,correct,2823,incorrect,set_15,nonGP_prob_GP_question
211,d1f155b09476924d3c4d26106ed0ceef,42,UK,correct,correct,3791,correct,set_15,GP_improb_GP_question
212,579c71af27e7c40d96bd4784d0d5fbf0,30,England,correct,correct,1641,correct,set_17,nonGP_prob_simple_question
213,6b073c9cc8ae3976308159702034fe38,27,UK,correct,correct,1829,correct,set_17,GP_improb_GP_question
214,9db939fcf09b7afe3905c9a464dd03fb,47,United Kingdom,correct,correct,2155,incorrect,set_17,nonGP_prob_GP_question
215,d15f7babdc39655a1cca2884fb626e43,52,United Kingdom,correct,correct,2808,correct,set_17,GP_improb_GP_question
216,aad450f17510e8b0d3999b145cd4ff04,28,US,correct,correct,2153,correct,set_17,GP_prob_simple_question
217,5aa27ac61e82d4265c0bab7d419a6938,44,England,incorrect,correct,1135,correct,set_18,GP_prob_simple_question
218,82d63973a825b988aa43e716d2c766a4,37,United Kingdom,correct,correct,1830,correct,set_17,nonGP_prob_GP_question
219,08e81dc031658f9249031ef1929a1c09,45,United Kingdom,correct,correct,3409,correct,set_18,GP_prob_simple_question
220,5257eea37d14653db1593db0772a6143,34,United Kingdom,correct,correct,2214,correct,set_18,GP_prob_simple_question
221,70407173ad6d8e6b8f88a6d30b700581,45,United Kingdom,correct,incorrect,3525,incorrect,set_18,GP_prob_GP_question
222,20741c18538c21119cacbe069e267751,41,UK,correct,correct,1653,correct,set_18,GP_prob_simple_question
223,455173f38275a8896e993afd19efe247,30,United Kingdom,incorrect,correct,1560,correct,set_18,GP_prob_simple_question
224,3e74e7da5cd91af07ccd2a770dfd55bf,78,UK,correct,correct,1804,correct,set_18,GP_prob_simple_question
225,2d7b1357e63a3359c4d1753971afa08d,52,United Kingdom,correct,correct,2105,correct,set_18,GP_prob_simple_question
226,f1e38affbda614c1bf4c3624f12c7fd9,45,uk,correct,correct,4777,correct,set_18,GP_improb_GP_question
227,d54b7617f3502863de4e4119b5f6fb5a,=51,South Africa,correct,correct,2695,incorrect,set_18,GP_prob_GP_question
228,2519128ef457dbacd3d47a7c80db4892,32,UK,correct,correct,4469,correct,set_18,GP_improb_GP_question
229,b8021367dff612f66b6e3d0e03b4703e,32,England,correct,correct,1361,correct,set_18,nonGP_improb_simple_question
230,c594ee71073da6e6553b62e181fad52f,36,Britan,correct,correct,2735,correct,set_18,nonGP_improb_simple_question
231,db8fa11cc2638aff10bd871c29a3e270,26,England,correct,correct,1335,correct,set_19,GP_prob_simple_question
232,ca953e316ef98dc82c29fedee60c597c,22,Nigeria,correct,correct,699,correct,set_19,GP_prob_simple_question
233,7657e81b7847d9034c8f76215fbca837,48,UK,correct,correct,2545,incorrect,set_19,GP_improb_GP_question
