,id,age,country,practice_1,practice_2,sentence,question,set_id,sent_type,quest_type,ManipulationType,SentenceType,time,correct,sent_quest_type,trans_factor,diffs,corr,plausibility,isReflexive
10,6f08dca58c448156e9a5b87010720d57,54,UK,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1332,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
11,9b26e99eeef20b9339c5c8a295cf6fe4,57,United Kingdom,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1580,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
12,68016de50888cc2fad71dd13c8b0b2c3,31,UK,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1552,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
13,64454d8feb6c20d707bda6ca6574de55,25,United States,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1570,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
14,94f34a3279c15dacd6d0b1014e506a6e,31,United States of America,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1126,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
15,002fda7dd96bc528ad98e2cffd55e8d3,32,UK,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1535,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
16,8c430c88e1e6b13c1a5ea9e180132db4,39,USA,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1661,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
17,f649d63d308b4ca27ca1a1416b08521b,58,United Kingdom,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1354,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
18,f9decd08daa83c7e8f45277599fb2ae1,34,UK,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,3850,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
19,5cd8dacd3754da899cc3467d6bfb89eb,32,England,True,True,The Bible fell off the table while Susan wrote.,Did the Bible fall off the table?,set_5,nonGP_improb,simple_question,improb,nonGP,1442,True,The Bible fell off the table while Susan wrote._simple_question,0.336482988278251,6.0,1,1.0,0
20,ef3e5dd3721775624ef351cf7b3d630e,34,usa,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,2985,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
21,241740749e01f476c1f02cfb0d01b1a2,45,United States,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,6000,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
22,4bd269b0dec9408760d3b0f11d2d2c6f,26,United States,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,1184,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
23,f7a5cdadc190bc57d71320b1aa6903d5,22,USA,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,2387,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
24,8fcf62eaf6216d1cf7437dd8ca4707d4,44,United States,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,2660,True,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,1,2.35,0
25,97df1d9ee89246f0190cc6d930eaf836,29,Ghana,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,3964,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
26,d180b51f4284f0f9d8a0474864ec749f,36,usa,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,3945,True,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,1,2.35,0
27,6353c88348c7c50e97bd44441dab1bde,30,USA,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,1897,True,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,1,2.35,0
28,bf4bbbe1ef106e27465a6fc1b9ee3053,58,United States,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,4831,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
29,da7fc67895fad89c8839216efbecd4ae,29,USA,True,True,The acid boiled over while the chef stirred.,Did the chef stir the acid?,set_15,nonGP_improb,GP_question,improb,nonGP,1803,False,The acid boiled over while the chef stirred._GP_question,0.6663379355687048,4.65,0,2.35,0
30,fb74fbe9865bcb8a5cbaea054359f48b,31,uk,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,1355,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
31,53a52c675e718e41dd3cd18a0d0c2121,33,United States,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,1038,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
32,c90ae4f0f42674e91bb1a9c912ebe6de,35,Scotland,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,2305,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
33,085c0654d552938026760b35f109f29a,28,United States,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,4199,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
34,4677b5122d060dd076b713373008d588,40,USA,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,955,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
35,3ed5d848530e9776fd3b1d06aecf94a5,67,United States,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,1241,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
36,556eb6120a22410b622fba9c0e78f8a4,53,uk,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,1437,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
37,e48b0a075aa7d7d8d193c615de8698f5,22,United Kingdom,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,6000,False,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,0,2.35,0
38,6572d37e599a8d7ef012ad2ebd967310,33,United Kingdom,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,2311,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
39,3a5230fba06d63e7a4f8a087438edade,59,US,True,True,The acid boiled over while the chef stirred.,Did the acid boil over?,set_15,nonGP_improb,simple_question,improb,nonGP,1238,True,The acid boiled over while the chef stirred._simple_question,0.6663379355687048,4.65,1,2.35,0
40,2beaf45a65332cc24e22e923bcda2fd2, 63,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,2388,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
41,7e58b69f80fc356658d120ad19ce024b,43,United States,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,3939,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
42,7563505f64bee24b41ab50dd0f5f8170,31,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1377,True,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
43,2f104c397b9c17bfd75f7dfa49da6bbe,58,UK,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1518,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
44,69ca47daa21f0fc0160a80a2a0c82961,36,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,5302,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
45,3888a08ad817ed4e94fa40906cd55316,22,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,6000,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
46,cf475c381932a904d492fb013714c8a9,28,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1296,True,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
47,3aea4e5e4609cab086c49052a60694d5,30,UK,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1909,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
48,f9e8b324c783d560ad86b2578468681e,25,United States of America ,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1941,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
49,024a40c30a8588d933726cba2fa0ea77,56,United States,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,2349,False,The ants formed a line while the teacher counted._GP_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
50,220916e1fa72a228027276118d62532f,57,usa,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1738,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
51,8d8aa4dfd4a72cb19cc21a5ec4c30855,36,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1307,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
52,47b3f6b3acdd4be44e11aa92f79fbab2,42,uk,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1332,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
53,89395e4f4265de437044d6f2e5c3050d,40,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,2211,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
54,9c1b1342ab22184f341cbeb9951978be,42,England,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1722,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
55,7f2a6a08325cdc1b6e51985410bceed5,63,United States,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,2199,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
56,9ce081ca26ecb72ced97ce31450ee915,26,United States,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,909,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
57,11182446b8279df3030be9015f25d38c,27,England,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1351,False,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,0,2.9473684210526314,0
58,a238ce03b268ef0a7f349612fdb3fa89,38,United States of America,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1782,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
59,f43ed912fdfc27d3fd5956228d580e4c,39,United States,True,True,The ants formed a line while the teacher counted.,Did the ants form a line?,set_21,nonGP_improb,simple_question,improb,nonGP,1256,True,The ants formed a line while the teacher counted._simple_question,0.3708932405178583,3.902631578947368,1,2.9473684210526314,0
60,c629c7edf19301ab93535546c4ec9b89,26,United Kingdom,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,3195,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
61,b66cbaf4b2ae5557dd44c47497ee7e54,30,England,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,2189,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
62,47725aa9fc84e8f21db8d81be8a3de1e,27,United Kingdom,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,2972,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
63,b19a8a3218e15dfb63ca3afac8fff6ae,48,Scotland,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,1684,False,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,0,-1.0,1
64,bc4bfd39e5badc11a556094de1f078de,37,United States,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,2557,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
65,1b87aa6c4d127d3746d44471cf32b64f,37,United Kingdom,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,1344,False,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,0,-1.0,1
66,579aa32308b68c25ec775756ec974403,34,Nigeria,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,1978,False,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,0,-1.0,1
67,f9017f4036cfa990c630b120e49b17a1,34,USA,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,2937,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
68,a737ae543cee5662a037e57c971e97fb,50,United States,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,5134,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
69,74ba269fa92184b0408e85df2c4d119b,27,United States,True,True,The athletes started the game while Bill trained.,Did Bill train the athletes?,set_hyp5_19,nonGP_reflexive,GP_question,reflexive,nonGP,3792,True,The athletes started the game while Bill trained._GP_question,-1.0,-1.0,1,-1.0,1
70,0ded3c3bc7f712fb2dcb2c840294c076,47,united kingdom,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,4101,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
71,ff6b4fa17a765385a4e538f58ab39289,26,United States,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,1635,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
72,8263ce8911131c3276394dfa9768e596,31,United States,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,5551,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
73,e8e6f6fd788114cfc5747be6bbd5b0cc,39,United States,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,1577,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
74,b807f24c1a306b227b7ac34d6c7fb744,43,US,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,1932,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
75,0fc9a21a4137bd3cb00345aa83232560,54,US,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,2608,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
76,4f156a4db0e7b600dd37e2e97bcf6b1a,30,United States,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,1060,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
77,7092ef4abfec8d52ea6e0cf306e35c0e,53,USA,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,1595,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
78,fb48a7f35f9d434a5aeaa8fdcede152d,19,United States,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,890,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
79,24652a1abd38fbf28d4a74764c6edbec,23,california,True,True,The athletes started the game while Bill trained.,Did the athletes start the game?,set_hyp5_19,nonGP_reflexive,simple_question,reflexive,nonGP,3461,True,The athletes started the game while Bill trained._simple_question,-1.0,-1.0,1,-1.0,1
80,b98eb1831a222dfb3ff29731c9e85fba,29,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,2058,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
81,3ccaab95eb93b84f785e71e91afccd3b,34,england,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,3340,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
82,a2d10be397dcdf019acfc572da635a72,29,Scotland,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,1664,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
83,7dd926a019036f87c5b1271bdb898c3e,73,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,5257,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
84,7cf15faa99dddeb54ee6d75237e84518,53,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,2197,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
85,b2add7410bf88a4a6adaadb9baff9c86,39,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,3047,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
86,96b7bbd34e29f314af731b8b6726ae8e,42,England%2C UK,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,2445,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
87,95b48e99333056bdbe824dfa8de9faf0,63,UK,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,3702,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
88,c97352cbe131a7ccc8e479493819b18e,63,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,3173,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
89,638c5a280083156880bdb5b6cc93d107,28,UK,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,2086,True,The audience shouted insults while the athlete wrestled._GP_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
90,9a1b79f6481d1ae351c407e0cf7599a8,30,USA,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,2147,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
91,2f249f8840fe8246166ce434913244c5,19,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,1705,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
92,04b06eebdccc947db4f3666bbad8633c,23,England,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,1707,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
93,ae0ff884902754297536188e6f3e6a43,22,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,1436,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
94,fa089f7eea117b0b832f9d18ca80d51d,61,US,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,2020,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
95,69b8fc846428384c26bd5395a98b6287,28,UK,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,912,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
96,bcef3f60a8dada4add26986c69110cf4,31,United States,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,1716,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
97,f0f15becb8e5254ca31075b3856fae71,41,United States,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,2408,False,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,0,1.4736842105263157,0
98,3f279c044ba53e83dd097c00741bfb8b,30,UK,True,True,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,set_29,nonGP_improb,simple_question,improb,nonGP,1407,True,The audience shouted insults while the athlete wrestled._simple_question,0.3337504634779384,5.376315789473684,1,1.4736842105263157,0
