,model,sentence,question,correct,incorrect,prompt_index,base_correct,base_incorrect,sent_type,quest_type
78,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.0,1.0,6,0.0,1.0,GP_prob,GP_question
79,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.0,1.0,7,0.0,1.0,GP_prob,GP_question
80,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,0,1.0,0.0,GP_improb,simple_question
81,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,1,1.0,0.0,GP_improb,simple_question
82,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,2,1.0,0.0,GP_improb,simple_question
83,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,3,1.0,0.0,GP_improb,simple_question
84,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,4,1.0,0.0,GP_improb,simple_question
85,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,5,1.0,0.0,GP_improb,simple_question
86,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,6,1.0,0.0,GP_improb,simple_question
87,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,7,1.0,0.0,GP_improb,simple_question
88,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,0,0.0,1.0,GP_improb,GP_question
89,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,1,0.0,1.0,GP_improb,GP_question
90,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,2,0.0,1.0,GP_improb,GP_question
91,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,3,0.0,1.0,GP_improb,GP_question
92,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,4,0.0,1.0,GP_improb,GP_question
93,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,5,0.0,1.0,GP_improb,GP_question
94,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,6,0.0,1.0,GP_improb,GP_question
95,Qwen/Qwen2.5-32B-Instruct,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0,1.0,7,0.0,1.0,GP_improb,GP_question
96,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,0,1.0,0.0,nonGP_prob,simple_question
97,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,1,1.0,0.0,nonGP_prob,simple_question
98,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,2,1.0,0.0,nonGP_prob,simple_question
99,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,3,1.0,0.0,nonGP_prob,simple_question
100,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,4,1.0,0.0,nonGP_prob,simple_question
101,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,5,1.0,0.0,nonGP_prob,simple_question
102,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,6,1.0,0.0,nonGP_prob,simple_question
103,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,7,1.0,0.0,nonGP_prob,simple_question
104,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,0,0.0,1.0,nonGP_prob,GP_question
105,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,1,0.0,1.0,nonGP_prob,GP_question
106,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,2,0.0,1.0,nonGP_prob,GP_question
107,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,3,0.0,1.0,nonGP_prob,GP_question
108,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,4,0.0,1.0,nonGP_prob,GP_question
109,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,5,0.0,1.0,nonGP_prob,GP_question
110,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,6,0.0,1.0,nonGP_prob,GP_question
111,Qwen/Qwen2.5-32B-Instruct,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,7,0.0,1.0,nonGP_prob,GP_question
112,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,0,1.0,0.0,nonGP_improb,simple_question
113,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,1,1.0,0.0,nonGP_improb,simple_question
114,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,2,1.0,0.0,nonGP_improb,simple_question
115,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,3,1.0,0.0,nonGP_improb,simple_question
116,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,4,1.0,0.0,nonGP_improb,simple_question
117,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,5,1.0,0.0,nonGP_improb,simple_question
118,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,6,1.0,0.0,nonGP_improb,simple_question
119,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,7,1.0,0.0,nonGP_improb,simple_question
120,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,0,1.0,0.0,nonGP_improb,GP_question
121,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,1,1.0,0.0,nonGP_improb,GP_question
122,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,2,1.0,0.0,nonGP_improb,GP_question
123,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,3,1.0,0.0,nonGP_improb,GP_question
124,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,4,1.0,0.0,nonGP_improb,GP_question
125,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,5,1.0,0.0,nonGP_improb,GP_question
126,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,6,1.0,0.0,nonGP_improb,GP_question
127,Qwen/Qwen2.5-32B-Instruct,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,1.0,0.0,7,1.0,0.0,nonGP_improb,GP_question
128,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,0,1.0,0.0,GP_prob,simple_question
129,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,1,1.0,0.0,GP_prob,simple_question
130,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,2,1.0,0.0,GP_prob,simple_question
131,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,3,1.0,0.0,GP_prob,simple_question
132,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,4,1.0,0.0,GP_prob,simple_question
133,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,5,1.0,0.0,GP_prob,simple_question
134,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,6,1.0,0.0,GP_prob,simple_question
135,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,7,1.0,0.0,GP_prob,simple_question
136,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,0,0.0,1.0,GP_prob,GP_question
137,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,1,0.0,1.0,GP_prob,GP_question
138,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,2,0.0,1.0,GP_prob,GP_question
139,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,3,0.0,1.0,GP_prob,GP_question
140,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,4,0.0,1.0,GP_prob,GP_question
141,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,5,0.0,1.0,GP_prob,GP_question
142,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,6,0.0,1.0,GP_prob,GP_question
143,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,7,0.0,1.0,GP_prob,GP_question
144,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,0,1.0,0.0,GP_improb,simple_question
145,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,1,1.0,0.0,GP_improb,simple_question
146,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,2,1.0,0.0,GP_improb,simple_question
147,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,3,1.0,0.0,GP_improb,simple_question
148,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,4,1.0,0.0,GP_improb,simple_question
149,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,5,1.0,0.0,GP_improb,simple_question
150,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,6,1.0,0.0,GP_improb,simple_question
151,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,7,1.0,0.0,GP_improb,simple_question
152,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,0,1.0,0.0,GP_improb,GP_question
153,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,1,1.0,0.0,GP_improb,GP_question
154,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,2,1.0,0.0,GP_improb,GP_question
155,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,3,1.0,0.0,GP_improb,GP_question
156,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,4,1.0,0.0,GP_improb,GP_question
157,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,5,1.0,0.0,GP_improb,GP_question
158,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,6,1.0,0.0,GP_improb,GP_question
159,Qwen/Qwen2.5-32B-Instruct,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,1.0,0.0,7,1.0,0.0,GP_improb,GP_question
160,Qwen/Qwen2.5-32B-Instruct,The horse sweated profusely while the cowboy rode.,Did the horse sweat profusely?,1.0,0.0,0,1.0,0.0,nonGP_prob,simple_question
