,model,sentence,question,correct,incorrect,prompt_index,base_correct,base_incorrect,sent_type,quest_type
42,meta-llama/Llama-3.2-90B-Vision,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.08543236429071044,0.9145675286763435,2,0.058762814556942544,0.6290656100363776,nonGP_prob,GP_question
43,meta-llama/Llama-3.2-90B-Vision,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.13368700262926403,0.8663131110686209,3,0.10992014896630842,0.7123001320346702,nonGP_prob,GP_question
44,meta-llama/Llama-3.2-90B-Vision,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.08146006146762375,0.9185399064026569,4,0.05404645874614644,0.6094253952583131,nonGP_prob,GP_question
45,meta-llama/Llama-3.2-90B-Vision,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.07576440677623975,0.9242355657993357,5,0.06316299178676044,0.7705133183817452,nonGP_prob,GP_question
46,meta-llama/Llama-3.2-90B-Vision,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.05130915980355866,0.9486908359876907,6,0.032832804071196264,0.6070686497969291,nonGP_prob,GP_question
47,meta-llama/Llama-3.2-90B-Vision,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.08214408560103159,0.9178557917491617,7,0.06946022175503774,0.776129702512776,nonGP_prob,GP_question
48,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.6562173799993616,0.343782729396386,0,0.49017208876625773,0.2567940246138001,nonGP_improb,simple_question
49,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.7766343942657841,0.2233657027155047,1,0.6100013341722388,0.17544082123857763,nonGP_improb,simple_question
50,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.949443449600949,0.05055661960888003,2,0.744827299046392,0.03966107589897305,nonGP_improb,simple_question
51,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.7975226362148078,0.20247739356315542,3,0.671194962101481,0.17040494611032742,nonGP_improb,simple_question
52,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.9430334489666166,0.056966424474559574,4,0.7260270163153564,0.043857576423492084,nonGP_improb,simple_question
53,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.7220778110583979,0.2779221804643175,5,0.557320637539874,0.21450842158996863,nonGP_improb,simple_question
54,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.6269490657507504,0.37305086715924674,6,0.4504375711628654,0.26802195041876153,nonGP_improb,simple_question
55,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the drawing near completion?,0.8096943795148945,0.19030569534796982,7,0.6396408795287698,0.1503373516188411,nonGP_improb,simple_question
56,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9976677119666775,0.002332347895478648,0,0.809327926790246,0.0018920471923777882,nonGP_improb,GP_question
57,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9967521764573384,0.0032479629039423585,1,0.9325660563033065,0.0030388095266653536,nonGP_improb,GP_question
58,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9938758258144134,0.006124179649887651,2,0.8103395962267967,0.004993244683838327,nonGP_improb,GP_question
59,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9979114265174314,0.0020884965804865985,3,0.9480789813440511,0.0019842037485657826,nonGP_improb,GP_question
60,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9951130079928916,0.004887045202433882,4,0.7856632231866971,0.003858427709960921,nonGP_improb,GP_question
61,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9923811444578581,0.007618894521186803,5,0.9293535685140668,0.007135007508733082,nonGP_improb,GP_question
62,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.992464166429265,0.007535747766219458,6,0.7856349827191558,0.005965300760777836,nonGP_improb,GP_question
63,meta-llama/Llama-3.2-90B-Vision,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,0.9955392174448603,0.004460853915237983,7,0.937568658101811,0.00420109737299601,nonGP_improb,GP_question
64,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.8457732128199495,0.15422682378055974,0,0.6387052132245117,0.11646794435887564,GP_prob,simple_question
65,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.7942287069822669,0.20577125282105158,1,0.6936320495908603,0.17970836127994438,GP_prob,simple_question
66,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.9423080096939884,0.057692029637898656,2,0.7232069296251211,0.04427774395526818,GP_prob,simple_question
67,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.8286843118678462,0.1713157405338812,3,0.7451461086839117,0.15404569822920777,GP_prob,simple_question
68,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.9271434659935949,0.0728566459866542,4,0.7142063093660909,0.05612365360543947,GP_prob,simple_question
69,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.7387402528763687,0.2612597382760953,5,0.6234264116270651,0.22047833958862384,GP_prob,simple_question
70,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.886147582450576,0.1138523974159007,6,0.654442359244058,0.08408287353536537,GP_prob,simple_question
71,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,0.7964518535222851,0.2035482124537129,7,0.7029211293845492,0.1796446885122549,GP_prob,simple_question
72,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.048376002621994374,0.9516238736614469,0,0.036431449944702265,0.7166577792286262,GP_prob,GP_question
73,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.09841826335205539,0.9015817567028535,1,0.08103150684518035,0.7423066588396523,GP_prob,GP_question
74,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.037641392672083995,0.9623587369223969,2,0.029376666814489028,0.7510586479006633,GP_prob,GP_question
75,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.12151194416841449,0.8784880013372458,3,0.10135512667096869,0.7327613862346425,GP_prob,GP_question
76,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.04649438079595569,0.9535056159697888,4,0.03510926311044038,0.7200199095909738,GP_prob,GP_question
77,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.1268642573351002,0.873135745006266,5,0.10276196540710636,0.7072531247024472,GP_prob,GP_question
78,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.03964085097054593,0.9603591924023931,6,0.029536355312613338,0.7155625428558778,GP_prob,GP_question
79,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,0.1466361420502622,0.8533638200583482,7,0.1191894742459958,0.6936351619776815,GP_prob,GP_question
80,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.9075513786651754,0.0924486332435368,0,0.6789491073323006,0.06916183605040338,GP_improb,simple_question
81,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.813145729031703,0.1868543581405362,1,0.6938465284339372,0.15944035671537193,GP_improb,simple_question
82,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.9488222288928227,0.05117781887158124,2,0.7227052143953188,0.038981460532266254,GP_improb,simple_question
83,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.8265027164825369,0.17349726597571902,3,0.7205809703832529,0.15126243919040583,GP_improb,simple_question
84,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.9406645776448386,0.05933550528468601,4,0.720770517125402,0.04546496323680316,GP_improb,simple_question
85,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.8158931936679892,0.18410676780493063,5,0.678383443482403,0.15307760435171502,GP_improb,simple_question
86,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.9151341291963035,0.084865921728003,6,0.6750041062168748,0.06259720734565022,GP_improb,simple_question
87,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,0.8095490502859093,0.19045101548905485,7,0.6906361545134132,0.16247607856002766,GP_improb,simple_question
88,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.11227460962313174,0.8877254449912471,0,0.08408392243167384,0.6648291756469007,GP_improb,GP_question
89,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.15946468747875642,0.8405352922554812,1,0.1250757697464131,0.6592719938480514,GP_improb,GP_question
90,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.0628638789428102,0.9371360702289167,2,0.04765227673881611,0.7103709119974155,GP_improb,GP_question
91,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.20357415735549012,0.796425771097347,3,0.1579515249563137,0.6179402401949119,GP_improb,GP_question
92,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.07095246134653621,0.9290475965217411,4,0.05319175827328948,0.696489933205612,GP_improb,GP_question
93,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.21071937865934842,0.7892806367422054,5,0.16091020828942604,0.6027129635340316,GP_improb,GP_question
94,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.07299026447557466,0.9270095980582482,6,0.054510464860936025,0.6923077096939778,GP_improb,GP_question
95,meta-llama/Llama-3.2-90B-Vision,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,0.19494920765936286,0.8050506647664406,7,0.15272349842615895,0.6306779023627769,GP_improb,GP_question
96,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9642068030293558,0.03579325048906412,0,0.6764821139445303,0.02511234374692739,nonGP_prob,simple_question
97,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9589656037637724,0.04103435859083637,1,0.8656499799051289,0.037041365270849,nonGP_prob,simple_question
98,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9865824794392211,0.013417530684028511,2,0.7476643622767369,0.010168242285530482,nonGP_prob,simple_question
99,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9795369873852451,0.02046302987037807,3,0.9170142284716576,0.01915689695269651,nonGP_prob,simple_question
100,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.987253970718939,0.012745989299028482,4,0.7557770424941737,0.009757494926576182,nonGP_prob,simple_question
101,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9732654266151712,0.026734668560748798,5,0.8946590351163195,0.02457542723308781,nonGP_prob,simple_question
102,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9682538990400644,0.03174613142387539,6,0.6678198839731522,0.02189580677246461,nonGP_prob,simple_question
103,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,0.9697233740621414,0.030276592300352956,7,0.8950919955668724,0.027946458719910527,nonGP_prob,simple_question
104,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.07944489155870116,0.9205551465697681,0,0.05299916328941556,0.614119408895931,nonGP_prob,GP_question
105,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.04032766495638018,0.9596723207123432,1,0.036064081742710474,0.8582124489753369,nonGP_prob,GP_question
106,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.04079194537797548,0.9592081089472231,2,0.02980314109457538,0.7008102474283078,nonGP_prob,GP_question
107,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.06396964312031361,0.9360303442811073,3,0.05629542556049483,0.8237380396767549,nonGP_prob,GP_question
108,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.05332671454449134,0.9466733874651254,4,0.03740508362835904,0.6640273499670002,nonGP_prob,GP_question
109,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.04762602092964663,0.9523739385583667,5,0.042083895681074956,0.8415484577951702,nonGP_prob,GP_question
110,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.05677131925284229,0.9432288370212518,6,0.03867644919022517,0.6425910748916976,nonGP_prob,GP_question
111,meta-llama/Llama-3.2-90B-Vision,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.053824113607924495,0.9461758674133307,7,0.04718841454960998,0.8295266797902059,nonGP_prob,GP_question
112,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.9356615392262029,0.06433853986992588,0,0.6771925186344561,0.04656553395225593,nonGP_improb,simple_question
113,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.9390550304576664,0.06094496926122428,1,0.8292325493503085,0.05381745256540249,nonGP_improb,simple_question
114,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.955342941197614,0.044657043656656015,2,0.7347799494600622,0.034346932015888676,nonGP_improb,simple_question
115,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.9688925487323559,0.031107355593342767,3,0.8909447642643045,0.028604758306750355,nonGP_improb,simple_question
116,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.963267254513994,0.03673266259700281,4,0.7433343554953353,0.028345872848272613,nonGP_improb,simple_question
117,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.9652723678755137,0.03472769661080122,5,0.8780957948531523,0.03159133603398612,nonGP_improb,simple_question
118,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.9481669212927955,0.05183311125562895,6,0.6862725082842189,0.03751622338282701,nonGP_improb,simple_question
119,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.9408236168767417,0.05917629568129534,7,0.8438478224388746,0.05307667359731294,nonGP_improb,simple_question
120,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.9379291354934196,0.062070913540082984,0,0.7473128102941473,0.04945617816846948,nonGP_improb,GP_question
121,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.8891831151784899,0.11081700284520934,1,0.7925134226724317,0.09876927283752934,nonGP_improb,GP_question
122,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.9710276225332706,0.028972485380961643,2,0.7860343620964585,0.02345285534151742,nonGP_improb,GP_question
123,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.9758712226358242,0.024128676496530943,3,0.9050875025026706,0.02237852904465143,nonGP_improb,GP_question
124,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.9739050411779147,0.026094867032895763,4,0.8025309476011699,0.021503058728924884,nonGP_improb,GP_question
125,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.872259102130311,0.12774090861142895,5,0.7908217752476645,0.1158145513223019,nonGP_improb,GP_question
126,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.8672127414607047,0.13278730203603573,6,0.690490122353907,0.10572760293734973,nonGP_improb,GP_question
127,meta-llama/Llama-3.2-90B-Vision,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.9195398407305717,0.08046010572373063,7,0.8294443892120142,0.07257671583171543,nonGP_improb,GP_question
128,meta-llama/Llama-3.2-90B-Vision,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,0.9316393184087701,0.06836067739773366,0,0.8045251303625491,0.05903345128285853,GP_prob,simple_question
129,meta-llama/Llama-3.2-90B-Vision,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,0.9009886377637031,0.09901129035221512,1,0.8043132435808502,0.08838745155778849,GP_prob,simple_question
130,meta-llama/Llama-3.2-90B-Vision,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,0.9478160975550054,0.05218387442847039,2,0.7975581658402007,0.04391113042702077,GP_prob,simple_question
