,model,sentence,question,correct,incorrect,sent_type,quest_type
14,meta-llama/Llama-3.2-1B,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,0.811277449131012,0.18872256577014923,nonGP_improb,simple_question
15,meta-llama/Llama-3.2-1B,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.270994633436203,0.7290053963661194,nonGP_improb,GP_question
16,meta-llama/Llama-3.2-1B,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,0.8112779855728149,0.18872198462486267,GP_prob,simple_question
17,meta-llama/Llama-3.2-1B,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.21822519600391388,0.7817748188972473,GP_prob,GP_question
18,meta-llama/Llama-3.2-1B,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,0.7441606521606445,0.25583937764167786,GP_improb,simple_question
19,meta-llama/Llama-3.2-1B,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,0.2867017388343811,0.7132982015609741,GP_improb,GP_question
20,meta-llama/Llama-3.2-1B,The horse sweated profusely while the cowboy rode.,Did the horse sweat profusely?,0.837619960308075,0.16238002479076385,nonGP_prob,simple_question
21,meta-llama/Llama-3.2-1B,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,0.25583937764167786,0.7441606521606445,nonGP_prob,GP_question
22,meta-llama/Llama-3.2-1B,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,0.7681534886360168,0.23184648156166077,nonGP_improb,simple_question
23,meta-llama/Llama-3.2-1B,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,0.3849121630191803,0.6150878667831421,nonGP_improb,GP_question
24,meta-llama/Llama-3.2-1B,While Tom grilled the hot dog began to burn.,Did the hot dog begin to burn?,0.6572454571723938,0.3427545726299286,GP_prob,simple_question
25,meta-llama/Llama-3.2-1B,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,0.21822519600391388,0.7817748188972473,GP_prob,GP_question
26,meta-llama/Llama-3.2-1B,While Tom grilled the barn began to burn.,Did the barn begin to burn?,0.7132989764213562,0.2867009937763214,GP_improb,simple_question
27,meta-llama/Llama-3.2-1B,While Tom grilled the barn began to burn.,Did Tom grill the barn?,0.23651622235774994,0.7634837031364441,GP_improb,GP_question
28,meta-llama/Llama-3.2-1B,The hot dog began to burn while Tom grilled.,Did the hot dog begin to burn?,0.7391709685325623,0.26082903146743774,nonGP_prob,simple_question
29,meta-llama/Llama-3.2-1B,The hot dog began to burn while Tom grilled.,Did Tom grill the hot dog?,0.29746994376182556,0.7025300860404968,nonGP_prob,GP_question
30,meta-llama/Llama-3.2-1B,The barn began to burn while Tom grilled.,Did the barn begin to burn?,0.8031737804412842,0.19682620465755463,nonGP_improb,simple_question
31,meta-llama/Llama-3.2-1B,The barn began to burn while Tom grilled.,Did Tom grill the barn?,0.29746994376182556,0.7025300860404968,nonGP_improb,GP_question
32,meta-llama/Llama-3.2-1B,While the architect drew the building represented modern times style.,Did the building represent modern time style?,0.7441613674163818,0.25583866238594055,GP_prob,simple_question
33,meta-llama/Llama-3.2-1B,While the architect drew the building represented modern times style.,Did the architect draw the building?,0.16595342755317688,0.8340466022491455,GP_prob,GP_question
34,meta-llama/Llama-3.2-1B,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,0.7948095798492432,0.20519043505191803,GP_improb,simple_question
35,meta-llama/Llama-3.2-1B,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,0.15541966259479523,0.8445802927017212,GP_improb,GP_question
36,meta-llama/Llama-3.2-1B,The building represented modern times style while the architect drew.,Did the building represent modern time style?,0.8267117738723755,0.17328819632530212,nonGP_prob,simple_question
37,meta-llama/Llama-3.2-1B,The building represented modern times style while the architect drew.,Did the architect draw the building?,0.25583866238594055,0.7441613674163818,nonGP_prob,GP_question
38,meta-llama/Llama-3.2-1B,The melody represented modern times style while the architect drew.,Did the melody represent modern time style?,0.844579815864563,0.15542016923427582,nonGP_improb,simple_question
39,meta-llama/Llama-3.2-1B,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,0.30846768617630005,0.6915323138237,nonGP_improb,GP_question
40,meta-llama/Llama-3.2-1B,While the chef stirred the soup boiled over.,Did the soup boil over?,0.7441613674163818,0.25583866238594055,GP_prob,simple_question
41,meta-llama/Llama-3.2-1B,While the chef stirred the soup boiled over.,Did the chef stir the soup?,0.19274167716503143,0.8072583079338074,GP_prob,GP_question
42,meta-llama/Llama-3.2-1B,While the chef stirred the acid boiled over.,Did the acid boil over?,0.7185943722724915,0.28140559792518616,GP_improb,simple_question
43,meta-llama/Llama-3.2-1B,While the chef stirred the acid boiled over.,Did the chef stir the acid?,0.23651622235774994,0.7634837031364441,GP_improb,GP_question
44,meta-llama/Llama-3.2-1B,The soup boiled over while the chef stirred.,Did the soup boil over?,0.8031737804412842,0.19682620465755463,nonGP_prob,simple_question
45,meta-llama/Llama-3.2-1B,The soup boiled over while the chef stirred.,Did the chef stir the soup?,0.23184648156166077,0.7681534886360168,nonGP_prob,GP_question
46,meta-llama/Llama-3.2-1B,The acid boiled over while the chef stirred.,Did the acid boil over?,0.7539496421813965,0.2460504025220871,nonGP_improb,simple_question
47,meta-llama/Llama-3.2-1B,The acid boiled over while the chef stirred.,Did the chef stir the acid?,0.29205629229545593,0.7079436779022217,nonGP_improb,GP_question
48,meta-llama/Llama-3.2-1B,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tunnel echo with mysterious sounds?,0.8267117738723755,0.17328819632530212,GP_prob,simple_question
49,meta-llama/Llama-3.2-1B,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,0.15203224122524261,0.8479677438735962,GP_prob,GP_question
50,meta-llama/Llama-3.2-1B,While the tourist explored the trunk echoed with mysterious sounds.,Did the trunk echo with mysterious sounds?,0.8229490518569946,0.1770508885383606,GP_improb,simple_question
51,meta-llama/Llama-3.2-1B,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,0.1659528911113739,0.8340470790863037,GP_improb,GP_question
52,meta-llama/Llama-3.2-1B,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,0.8191231489181519,0.18087686598300934,nonGP_prob,simple_question
53,meta-llama/Llama-3.2-1B,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,0.1927422732114792,0.8072577118873596,nonGP_prob,GP_question
54,meta-llama/Llama-3.2-1B,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,0.8072583079338074,0.19274167716503143,nonGP_improb,simple_question
55,meta-llama/Llama-3.2-1B,The trunk echoed with mysterious sounds while the tourist explored.,Did the tourist explore the trunk?,0.21381480991840363,0.7861851453781128,nonGP_improb,GP_question
56,meta-llama/Llama-3.2-1B,While the woman drank the water spilled on the floor.,Did the water spill on the floor?,0.7490872144699097,0.25091278553009033,GP_prob,simple_question
57,meta-llama/Llama-3.2-1B,While the woman drank the water spilled on the floor.,Did the woman drink the water?,0.25091278553009033,0.7490872144699097,GP_prob,GP_question
58,meta-llama/Llama-3.2-1B,While the woman drank the mud spilled on the floor.,Did the mud spill on the floor?,0.7681542038917542,0.23184579610824585,GP_improb,simple_question
59,meta-llama/Llama-3.2-1B,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,0.25583937764167786,0.7441606521606445,GP_improb,GP_question
60,meta-llama/Llama-3.2-1B,The water spilled on the floor while the woman drank.,Did the water spill on the floor?,0.7079436779022217,0.29205629229545593,nonGP_prob,simple_question
61,meta-llama/Llama-3.2-1B,The water spilled on the floor while the woman drank.,Did the woman drink the water?,0.3369128704071045,0.6630871295928955,nonGP_prob,GP_question
62,meta-llama/Llama-3.2-1B,The mud spilled on the floor while the woman drank.,Did the mud spill on the floor?,0.7290061116218567,0.2709939181804657,nonGP_improb,simple_question
63,meta-llama/Llama-3.2-1B,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,0.33691200613975525,0.6630879640579224,nonGP_improb,GP_question
64,meta-llama/Llama-3.2-1B,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,0.7727591395378113,0.22724081575870514,GP_prob,simple_question
65,meta-llama/Llama-3.2-1B,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,0.2658804953098297,0.7341195344924927,GP_prob,GP_question
66,meta-llama/Llama-3.2-1B,While the snake swallowed the hippo kicked vigorously.,Did the hippo kick vigorously?,0.763483464717865,0.23651659488677979,GP_improb,simple_question
67,meta-llama/Llama-3.2-1B,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,0.21381480991840363,0.7861851453781128,GP_improb,GP_question
68,meta-llama/Llama-3.2-1B,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,0.8267117738723755,0.17328819632530212,nonGP_prob,simple_question
69,meta-llama/Llama-3.2-1B,The frog kicked vigorously while the snake swallowed.,Did the snake swallow the frog?,0.4098498821258545,0.5901500582695007,nonGP_prob,GP_question
70,meta-llama/Llama-3.2-1B,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,0.8479677438735962,0.15203224122524261,nonGP_improb,simple_question
71,meta-llama/Llama-3.2-1B,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,0.3486451506614685,0.6513549089431763,nonGP_improb,GP_question
72,meta-llama/Llama-3.2-1B,While the lion attacked the baboon screamed in terror.,Did the baboon scream in terror?,0.6915315389633179,0.3084684908390045,GP_prob,simple_question
73,meta-llama/Llama-3.2-1B,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,0.36658975481987,0.6334102749824524,GP_prob,GP_question
74,meta-llama/Llama-3.2-1B,While the lion attacked the penguin screamed in terror.,Did the penguin scream in terror?,0.66888028383255,0.33111974596977234,GP_improb,simple_question
75,meta-llama/Llama-3.2-1B,While the lion attacked the penguin screamed in terror.,Did the lion attack the penguin?,0.3849121630191803,0.6150878667831421,GP_improb,GP_question
76,meta-llama/Llama-3.2-1B,The baboon screamed in terror while the lion attacked.,Did the baboon scream in terror?,0.7490872144699097,0.25091278553009033,nonGP_prob,simple_question
77,meta-llama/Llama-3.2-1B,The baboon screamed in terror while the lion attacked.,Did the lion attack the baboon?,0.3849121630191803,0.6150878667831421,nonGP_prob,GP_question
78,meta-llama/Llama-3.2-1B,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,0.7391709685325623,0.26082903146743774,nonGP_improb,simple_question
79,meta-llama/Llama-3.2-1B,The penguin screamed in terror while the lion attacked.,Did the lion attack the penguin?,0.42250463366508484,0.5774953961372375,nonGP_improb,GP_question
80,meta-llama/Llama-3.2-1B,While the maid dusted the picture tipped over.,Did the picture tip over?,0.6513549089431763,0.3486451506614685,GP_prob,simple_question
81,meta-llama/Llama-3.2-1B,While the maid dusted the picture tipped over.,Did the maid dust the picture?,0.26082903146743774,0.7391709685325623,GP_prob,GP_question
82,meta-llama/Llama-3.2-1B,While the maid dusted the cow tipped over.,Did the cow tip over?,0.674622654914856,0.32537734508514404,GP_improb,simple_question
83,meta-llama/Llama-3.2-1B,While the maid dusted the cow tipped over.,Did the maid dust the cow?,0.23651622235774994,0.7634837031364441,GP_improb,GP_question
84,meta-llama/Llama-3.2-1B,The picture tipped over while the maid dusted.,Did the picture tip over?,0.7185943722724915,0.28140559792518616,nonGP_prob,simple_question
85,meta-llama/Llama-3.2-1B,The picture tipped over while the maid dusted.,Did the maid dust the picture?,0.3545823097229004,0.6454176306724548,nonGP_prob,GP_question
86,meta-llama/Llama-3.2-1B,The cow tipped over while the maid dusted.,Did the cow tip over?,0.7079436779022217,0.29205629229545593,nonGP_improb,simple_question
87,meta-llama/Llama-3.2-1B,The cow tipped over while the maid dusted.,Did the maid dust the cow?,0.3910961449146271,0.6089038848876953,nonGP_improb,GP_question
88,meta-llama/Llama-3.2-1B,While the teacher counted the children formed a line.,Did the children form a line?,0.886682391166687,0.11331754177808762,GP_prob,simple_question
89,meta-llama/Llama-3.2-1B,While the teacher counted the children formed a line.,Did the teacher count the children?,0.0,1.0,GP_prob,GP_question
90,meta-llama/Llama-3.2-1B,While the teacher counted the ants formed a line.,Did the ants form a line?,0.8267117738723755,0.17328819632530212,GP_improb,simple_question
91,meta-llama/Llama-3.2-1B,While the teacher counted the ants formed a line.,Did the teacher count the ants?,0.0,1.0,GP_improb,GP_question
92,meta-llama/Llama-3.2-1B,The children formed a line while the teacher counted.,Did the children form a line?,0.886682391166687,0.11331754177808762,nonGP_prob,simple_question
93,meta-llama/Llama-3.2-1B,The children formed a line while the teacher counted.,Did the teacher count the children?,0.0,1.0,nonGP_prob,GP_question
94,meta-llama/Llama-3.2-1B,The ants formed a line while the teacher counted.,Did the ants form a line?,0.815232515335083,0.18476751446723938,nonGP_improb,simple_question
95,meta-llama/Llama-3.2-1B,The ants formed a line while the teacher counted.,Did the teacher count the ants?,0.0,1.0,nonGP_improb,GP_question
96,meta-llama/Llama-3.2-1B,While the champion raced the challenger stumbled and fell.,Did the challenger stumble and fall?,0.753950297832489,0.2460496872663498,GP_prob,simple_question
97,meta-llama/Llama-3.2-1B,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,0.19274167716503143,0.8072583079338074,GP_prob,GP_question
98,meta-llama/Llama-3.2-1B,While the champion raced the spectator stumbled and fell.,Did the spectator stumble and fall?,0.7587495446205139,0.24125050008296967,GP_improb,simple_question
99,meta-llama/Llama-3.2-1B,While the champion raced the spectator stumbled and fell.,Did the champion race the spectator?,0.18872198462486267,0.8112779855728149,GP_improb,GP_question
100,meta-llama/Llama-3.2-1B,The challenger stumbled and fell while the champion raced.,Did the challenger stumble and fall?,0.8031737804412842,0.19682620465755463,nonGP_prob,simple_question
101,meta-llama/Llama-3.2-1B,The challenger stumbled and fell while the champion raced.,Did the champion race the challenger?,0.3029401898384094,0.6970598101615906,nonGP_prob,GP_question
102,meta-llama/Llama-3.2-1B,The spectator stumbled and fell while the champion raced.,Did the spectator stumble and fall?,0.815232515335083,0.18476751446723938,nonGP_improb,simple_question
103,meta-llama/Llama-3.2-1B,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,0.33111974596977234,0.66888028383255,nonGP_improb,GP_question
104,meta-llama/Llama-3.2-1B,While Jerry played the violin went out of tune.,Did the violin go out of tune?,0.674622654914856,0.32537734508514404,GP_prob,simple_question
105,meta-llama/Llama-3.2-1B,While Jerry played the violin went out of tune.,Did Jerry play the violin?,0.21822519600391388,0.7817748188972473,GP_prob,GP_question
106,meta-llama/Llama-3.2-1B,While Jerry played the speakers went out of tune.,Did the speakers go out of tune?,0.685949444770813,0.314050555229187,GP_improb,simple_question
107,meta-llama/Llama-3.2-1B,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,0.25583937764167786,0.7441606521606445,GP_improb,GP_question
108,meta-llama/Llama-3.2-1B,The violin went out of tune while jerry played.,Did the violin go out of tune?,0.6746218204498291,0.3253782093524933,nonGP_prob,simple_question
109,meta-llama/Llama-3.2-1B,The violin went out of tune while jerry played.,Did Jerry play the violin?,0.37876513600349426,0.6212348937988281,nonGP_prob,GP_question
110,meta-llama/Llama-3.2-1B,The speakers went out of tune while jerry played.,Did the speakers go out of tune?,0.7587487697601318,0.24125118553638458,nonGP_improb,simple_question
111,meta-llama/Llama-3.2-1B,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,0.3849121630191803,0.6150878667831421,nonGP_improb,GP_question
112,meta-llama/Llama-3.2-1B,While the girl painted the rainbow slowly faded outside.,Did the rainbow slowly fade outside?,0.8229490518569946,0.1770508885383606,GP_prob,simple_question
113,meta-llama/Llama-3.2-1B,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,0.20097574591636658,0.799024224281311,GP_prob,GP_question
114,meta-llama/Llama-3.2-1B,While the girl painted the music slowly faded outside.,Did the music slowly fade outside?,0.8479677438735962,0.15203224122524261,GP_improb,simple_question
115,meta-llama/Llama-3.2-1B,While the girl painted the music slowly faded outside.,Did the girl paint the music?,0.1588689386844635,0.8411310911178589,GP_improb,GP_question
116,meta-llama/Llama-3.2-1B,The rainbow slowly faded outside while the girl painted.,Did the rainbow slowly fade outside?,0.8479677438735962,0.15203224122524261,nonGP_prob,simple_question
117,meta-llama/Llama-3.2-1B,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,0.21381480991840363,0.7861851453781128,nonGP_prob,GP_question
118,meta-llama/Llama-3.2-1B,The music slowly faded outside while the girl painted.,Did the music slowly fade outside?,0.8757869601249695,0.12421300262212753,nonGP_improb,simple_question
119,meta-llama/Llama-3.2-1B,The music slowly faded outside while the girl painted.,Did the girl paint the music?,0.2138141691684723,0.7861858010292053,nonGP_improb,GP_question
120,meta-llama/Llama-3.2-1B,While Kendra parked the van bumped the curb.,Did the van bump the curb?,0.7132982015609741,0.2867017388343811,GP_prob,simple_question
121,meta-llama/Llama-3.2-1B,While Kendra parked the van bumped the curb.,Did Kendra park the van?,0.15541966259479523,0.8445802927017212,GP_prob,GP_question
122,meta-llama/Llama-3.2-1B,While Kendra parked the horse bumped the curb.,Did the horse bump the curb?,0.7490872144699097,0.25091278553009033,GP_improb,simple_question
123,meta-llama/Llama-3.2-1B,While Kendra parked the horse bumped the curb.,Did Kendra park the horse?,0.1588689386844635,0.8411310911178589,GP_improb,GP_question
124,meta-llama/Llama-3.2-1B,The van bumped the curb while Kendra parked.,Did the van bump the curb?,0.7079436779022217,0.29205629229545593,nonGP_prob,simple_question
125,meta-llama/Llama-3.2-1B,The van bumped the curb while Kendra parked.,Did Kendra park the van?,0.29746994376182556,0.7025300860404968,nonGP_prob,GP_question
126,meta-llama/Llama-3.2-1B,The horse bumped the curb while Kendra parked.,Did the horse bump the curb?,0.7727598547935486,0.22724014520645142,nonGP_improb,simple_question
127,meta-llama/Llama-3.2-1B,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,0.25583866238594055,0.7441613674163818,nonGP_improb,GP_question
128,meta-llama/Llama-3.2-1B,While Angela cleaned the dog stood in the yard.,Did the dog stand in the yard?,0.8411310911178589,0.1588689386844635,GP_prob,simple_question
129,meta-llama/Llama-3.2-1B,While Angela cleaned the dog stood in the yard.,Did Angela clean the dog?,0.1032654419541359,0.8967345356941223,GP_prob,GP_question
130,meta-llama/Llama-3.2-1B,While Angela cleaned the mailman stood in the yard.,Did the mailman stand in the yard?,0.7634837031364441,0.23651622235774994,GP_improb,simple_question
131,meta-llama/Llama-3.2-1B,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,0.12707391381263733,0.8729261159896851,GP_improb,GP_question
132,meta-llama/Llama-3.2-1B,The dog stood in the yard while Angela cleaned.,Did the dog stand in the yard?,0.8785920739173889,0.12140797823667526,nonGP_prob,simple_question
133,meta-llama/Llama-3.2-1B,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,0.15203224122524261,0.8479677438735962,nonGP_prob,GP_question
134,meta-llama/Llama-3.2-1B,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,0.8229496479034424,0.17705033719539642,nonGP_improb,simple_question
135,meta-llama/Llama-3.2-1B,The mailman stood in the yard while Angela cleaned.,Did Angela clean the mailman?,0.20097574591636658,0.799024224281311,nonGP_improb,GP_question
136,meta-llama/Llama-3.2-1B,While the sailor smoked the pipe glowed brightly.,Did the pipe glow brightly?,0.8729264736175537,0.1270734816789627,GP_prob,simple_question
137,meta-llama/Llama-3.2-1B,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,0.20519043505191803,0.7948095798492432,GP_prob,GP_question
138,meta-llama/Llama-3.2-1B,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,0.8813427686691284,0.11865729838609695,GP_improb,simple_question
139,meta-llama/Llama-3.2-1B,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,0.29205629229545593,0.7079436779022217,GP_improb,GP_question
140,meta-llama/Llama-3.2-1B,The pipe glowed brightly while the sailor smoked.,Did the pipe glow brightly?,0.8840392827987671,0.11596070975065231,nonGP_prob,simple_question
141,meta-llama/Llama-3.2-1B,The pipe glowed brightly while the sailor smoked.,Did the sailor smoke the pipe?,0.2658804953098297,0.7341195344924927,nonGP_prob,GP_question
142,meta-llama/Llama-3.2-1B,The firefly glowed brightly while the sailor smoked.,Did the firefly glow brightly?,0.9014590978622437,0.09854090958833694,nonGP_improb,simple_question
143,meta-llama/Llama-3.2-1B,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,0.3787660300731659,0.6212339401245117,nonGP_improb,GP_question
144,meta-llama/Llama-3.2-1B,While the tourist filmed the dancer blocked the sidewalk.,Did the dancer block the sidewalk?,0.5774953961372375,0.42250463366508484,GP_prob,simple_question
145,meta-llama/Llama-3.2-1B,While the tourist filmed the dancer blocked the sidewalk.,Did the tourist film the dancer?,0.23184648156166077,0.7681534886360168,GP_prob,GP_question
146,meta-llama/Llama-3.2-1B,While the tourist filmed the trashbags blocked the sidewalk.,Did the trashbags block the sidewalk?,0.6150878667831421,0.3849121630191803,GP_improb,simple_question
147,meta-llama/Llama-3.2-1B,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,0.21381480991840363,0.7861851453781128,GP_improb,GP_question
148,meta-llama/Llama-3.2-1B,The dancer blocked the sidewalk while the tourist filmed.,Did the dancer block the sidewalk?,0.7238305807113647,0.27616941928863525,nonGP_prob,simple_question
149,meta-llama/Llama-3.2-1B,The dancer blocked the sidewalk while the tourist filmed.,Did the tourist film the dancer?,0.3369128704071045,0.6630871295928955,nonGP_prob,GP_question
150,meta-llama/Llama-3.2-1B,The trashbags blocked the sidewalk while the tourist filmed.,Did the trashbags block the sidewalk?,0.5901491641998291,0.4098508358001709,nonGP_improb,simple_question
151,meta-llama/Llama-3.2-1B,The trashbags blocked the sidewalk while the tourist filmed.,Did the tourist film the trashbags?,0.3605637848377228,0.6394362449645996,nonGP_improb,GP_question
152,meta-llama/Llama-3.2-1B,While the athlete wrestled the opponent shouted insults.,Did the opponent shout insults?,0.5065094232559204,0.4934905767440796,GP_prob,simple_question
153,meta-llama/Llama-3.2-1B,While the athlete wrestled the opponent shouted insults.,Did the athlete wrestle the opponent?,0.2658804953098297,0.7341195344924927,GP_prob,GP_question
154,meta-llama/Llama-3.2-1B,While the athlete wrestled the audience shouted insults.,Did the audience shout insults?,0.5647390484809875,0.43526098132133484,GP_improb,simple_question
155,meta-llama/Llama-3.2-1B,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,0.30846768617630005,0.6915323138237,GP_improb,GP_question
156,meta-llama/Llama-3.2-1B,The opponent shouted insults while the athlete wrestled.,Did the opponent shout insults?,0.5838356018066406,0.4161643981933594,nonGP_prob,simple_question
157,meta-llama/Llama-3.2-1B,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,0.3369128704071045,0.6630871295928955,nonGP_prob,GP_question
158,meta-llama/Llama-3.2-1B,The audience shouted insults while the athlete wrestled.,Did the audience shout insults?,0.6334102749824524,0.36658975481987,nonGP_improb,simple_question
159,meta-llama/Llama-3.2-1B,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,0.3973143994808197,0.6026856303215027,nonGP_improb,GP_question
160,meta-llama/Llama-3.2-1B,While the warrior fought the enemy retreated.,Did the enemy retreat?,0.7948095798492432,0.20519043505191803,GP_prob,simple_question
161,meta-llama/Llama-3.2-1B,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,0.1588689386844635,0.8411310911178589,GP_prob,GP_question
162,meta-llama/Llama-3.2-1B,While the warrior fought the rhino retreated.,Did the rhino retreat?,0.7727591395378113,0.22724081575870514,GP_improb,simple_question
163,meta-llama/Llama-3.2-1B,While the warrior fought the rhino retreated.,Did the warrior fight the rhino?,0.1588689386844635,0.8411310911178589,GP_improb,GP_question
164,meta-llama/Llama-3.2-1B,The enemy retreated while the warrior fought.,Did the enemy retreat?,0.8072583079338074,0.19274167716503143,nonGP_prob,simple_question
165,meta-llama/Llama-3.2-1B,The enemy retreated while the warrior fought.,Did the warrior fight the enemy?,0.16238002479076385,0.837619960308075,nonGP_prob,GP_question
166,meta-llama/Llama-3.2-1B,The rhino retreated while the warrior fought.,Did the rhino retreat?,0.7539496421813965,0.2460504025220871,nonGP_improb,simple_question
167,meta-llama/Llama-3.2-1B,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,0.22724014520645142,0.7727598547935486,nonGP_improb,GP_question
168,meta-llama/Llama-3.2-1B,While Harry chewed the steak fell to the floor.,Did the steak fall to the floor?,0.7727591395378113,0.22724081575870514,GP_prob,simple_question
169,meta-llama/Llama-3.2-1B,While Harry chewed the steak fell to the floor.,Did Harry chew the steak?,0.14870516955852509,0.8512948155403137,GP_prob,GP_question
170,meta-llama/Llama-3.2-1B,While Harry chewed the book fell to the floor.,Did the book fall to the floor?,0.7817754149436951,0.21822455525398254,GP_improb,simple_question
171,meta-llama/Llama-3.2-1B,While Harry chewed the book fell to the floor.,Did Harry chew the book?,0.17328819632530212,0.8267117738723755,GP_improb,GP_question
172,meta-llama/Llama-3.2-1B,The steak fell to the floor while Harry chewed.,Did the steak fall to the floor?,0.7905303239822388,0.20946969091892242,nonGP_prob,simple_question
173,meta-llama/Llama-3.2-1B,The steak fell to the floor while Harry chewed.,Did Harry chew the steak?,0.20946969091892242,0.7905303239822388,nonGP_prob,GP_question
